dataset,size,model,features,error_level,mean_accuracy,mean_f1,std_f1,mean_latency,mean_tokens,runs_count
wallmart,Medium,grok-3-mini,NoFeatures,0.1,0.8001496666666666,0.6801661033811129,0.03461711727380021,134.70864000320435,14235.2,5
