dataset,size,model,features,error_level,run_index,accuracy,f1,precision,recall,runtime_seconds,tokens_total,tokens_prompt,tokens_completion,cost_usd
sensor,Medium,deepseek-chat,NoFeatures,0.01,1,0.9886666666666667,0.6682926829268293,0.9319727891156463,0.5209125475285171,67.27410340309143,3103,2083,1020,0.0016844100000000003
sensor,Medium,deepseek-chat,NoFeatures,0.01,2,0.958875,0.421792618629174,0.3227252353204841,0.6086221470836856,90.22774696350098,4495,3149,1346,0.0023308300000000003
sensor,Medium,deepseek-chat,NoFeatures,0.01,3,0.9878888888888889,0.7417061611374408,0.855191256830601,0.6548117154811716,69.90389227867126,3386,2277,1109,0.00183469
sensor,Medium,deepseek-chat,NoFeatures,0.01,4,0.9894479166666666,0.7763303157429896,0.952329360780065,0.6552366753633991,86.20280718803406,3902,2725,1177,0.0020304500000000005
sensor,Medium,deepseek-chat,NoFeatures,0.01,5,0.9896833333333334,0.8021099744245525,0.9565383149065955,0.6906138177814478,74.0446457862854,3687,2631,1056,0.0018719700000000004
