dataset,size,model,features,error_level,run_index,accuracy,f1,precision,recall,runtime_seconds,tokens_total,tokens_prompt,tokens_completion,cost_usd
wallmart,Large,deepseek-chat,NoFeatures,0.1,1,0.97774,0.0678391959798995,0.21038961038961038,0.040439340988517224,43.081507444381714,2307,1614,693,0.00119808
wallmart,Large,deepseek-chat,NoFeatures,0.1,2,0.970425,0.30778232884727913,0.28743169398907104,0.33123425692695213,48.67032504081726,2302,1614,688,0.0011925800000000002
wallmart,Large,deepseek-chat,NoFeatures,0.1,3,0.9707933333333333,0.3131075572279712,0.2962029071492139,0.33205853009644165,49.89690804481506,2312,1614,698,0.00120358
wallmart,Large,deepseek-chat,NoFeatures,0.1,4,0.9743475,0.0,0.0,0.0,35.1799578666687,1902,1365,537,0.0009592500000000001
wallmart,Large,deepseek-chat,NoFeatures,0.1,5,0.906284,0.11711949353732524,0.07215489622510099,0.3108,39.56402063369751,2184,1612,572,0.00106444
