dataset,size,model,features,error_level,run_index,accuracy,f1,precision,recall,runtime_seconds,tokens_total,tokens_prompt,tokens_completion,cost_usd
retail,Medium,gpt-4o,NoFeatures,0.1,1,0.95175,0.8885359514871499,0.822287546766435,0.9663944723618091,11.254223346710205,2592,1974,618,0.011115
retail,Medium,gpt-4o,NoFeatures,0.1,2,0.9576875,0.9062846068660022,0.8645186848012677,0.9522909090909091,12.012196779251099,3119,2454,665,0.012785
retail,Medium,gpt-4o,NoFeatures,0.1,3,0.8521458333333334,0.7481100266193433,0.608944357774311,0.9697276407802724,10.893460035324097,2553,1973,580,0.010732499999999999
retail,Medium,gpt-4o,NoFeatures,0.1,4,0.960859375,0.9228257185988478,0.8788803473974532,0.9713970683616552,13.098475933074951,2896,2212,684,0.012369999999999999
retail,Medium,gpt-4o,NoFeatures,0.1,5,0.9638375,0.9312091309000119,0.9032243184648738,0.9609835100117785,15.178035020828247,3264,2506,758,0.013845
