dataset,size,model,features,error_level,mean_accuracy,mean_f1,std_f1,mean_latency,mean_tokens,runs_count
health,Large,baseline,NoGenAI,0.1,0.9818932638888889,0.9592878582654356,0.009097211107337319,13.108390474319458,0,5
