dataset,size,model,features,error_level,mean_accuracy,mean_f1,std_f1,mean_latency,mean_tokens,runs_count
wallmart,Medium,gpt-4o-mini,Domain+RCI,0.01,0.7508583333333333,0.189299130482894,0.05410662616170732,163.77851676940918,21214.4,5
