dataset,size,model,features,error_level,mean_accuracy,mean_f1,std_f1,mean_latency,mean_tokens,runs_count
wallmart,Large,gpt-4o-mini,DomainOnly,0.1,0.771118,0.6658645631385841,0.06365758612490739,46.20341272354126,5769,5
