dataset,size,model,features,error_level,run_index,accuracy,f1,precision,recall,runtime_seconds,tokens_total,tokens_prompt,tokens_completion,cost_usd
sensor,Large,gpt-4o-mini,RCIOnly,0.01,1,0.823975,0.14109706013906395,0.07920746878495287,0.6453412683652594,259.97491478919983,28932,17766,11166,0.009364500000000001
sensor,Large,gpt-4o-mini,RCIOnly,0.01,2,0.8234,0.15953122211425966,0.09023408145182095,0.6875480728142894,244.11384558677673,29223,17682,11541,0.0095769
sensor,Large,gpt-4o-mini,RCIOnly,0.01,3,0.8237986111111111,0.17521048012222476,0.09992139763896304,0.7107442375652724,224.91755533218384,30357,18540,11817,0.009871199999999997
sensor,Large,gpt-4o-mini,RCIOnly,0.01,4,0.8185083333333333,0.1869108286199623,0.10721188078527108,0.728350609201673,235.89373064041138,30821,18617,12204,0.01011495
sensor,Large,gpt-4o-mini,RCIOnly,0.01,5,0.31695083333333335,0.07595016622906353,0.03961650144599936,0.9165487592511972,122.34845542907715,15462,9307,6155,0.00508905
