dataset,size,model,features,error_level,run_index,accuracy,f1,precision,recall,runtime_seconds,tokens_total,tokens_prompt,tokens_completion,cost_usd
sensor,Medium,gpt-4o-mini,NoFeatures,0.1,1,0.8642916666666667,0.6148752512711363,0.7044161473855324,0.5455308434746118,38.23699188232422,4473,2886,1587,0.0013851
sensor,Medium,gpt-4o-mini,NoFeatures,0.1,2,0.8685833333333334,0.6562772449869224,0.7413517173458082,0.5887183497898133,45.34374737739563,4946,3031,1915,0.0016036499999999999
sensor,Medium,gpt-4o-mini,NoFeatures,0.1,3,0.8693055555555556,0.6776514113455742,0.7619597873815577,0.6101412621059774,40.43146324157715,4154,2586,1568,0.0013287
sensor,Medium,gpt-4o-mini,NoFeatures,0.1,4,0.872125,0.704562957258375,0.7866086302326831,0.6380159525781284,44.178393840789795,5401,3198,2203,0.0018014999999999997
sensor,Medium,gpt-4o-mini,NoFeatures,0.1,5,0.8737083333333333,0.7248197846494653,0.806587189331178,0.6581047217093116,50.95474720001221,4998,3012,1986,0.0016434000000000002
