dataset,size,model,features,error_level,mean_accuracy,mean_f1,std_f1,mean_latency,mean_tokens,runs_count
sensor,Large,gpt-4o-mini,DomainOnly,0.01,0.7641098055555555,0.15455163752565412,0.047083823060845936,56.25861692428589,7691.8,5
