dataset,size,model,features,error_level,mean_accuracy,mean_f1,std_f1,mean_latency,mean_tokens,runs_count
sensor,Medium,gpt-4o-mini,Domain+RCI,0.01,0.6181294444444445,0.11776960364400746,0.04643574560806513,133.86170225143434,20507.6,5
