dataset,size,model,features,error_level,mean_accuracy,mean_f1,std_f1,mean_latency,mean_tokens,runs_count
sensor,Medium,grok-3,NoFeatures,0.1,0.8305084722222222,0.6563151605053335,0.0918125453012146,24.412269735336302,3404,5
