dataset,size,model,features,error_level,run_index,accuracy,f1,precision,recall,runtime_seconds,tokens_total,tokens_prompt,tokens_completion,cost_usd
health,Medium,gpt-4o-mini,DomainOnly,0.1,1,0.98225,0.9562268803945746,0.9319046665331464,0.9818527115425195,34.89272093772888,7374,5487,1887,0.0019552500000000004
health,Medium,gpt-4o-mini,DomainOnly,0.1,2,0.9839166666666667,0.9630515937589739,0.9433661509610877,0.9835761071463486,32.532299757003784,6733,5152,1581,0.0017214
health,Medium,gpt-4o-mini,DomainOnly,0.1,3,0.9848194444444445,0.9668878184737496,0.9493158834027364,0.985122538428298,26.45940089225769,5914,4350,1564,0.0015908999999999997
health,Medium,gpt-4o-mini,DomainOnly,0.1,4,0.9867083333333333,0.9724810213940649,0.9589961718417694,0.9863505118558054,31.4271183013916,7281,5509,1772,0.0018895499999999998
health,Medium,gpt-4o-mini,DomainOnly,0.1,5,0.8896083333333333,0.8178630845169185,0.6982837555466861,0.986860441966952,39.904568672180176,8695,6445,2250,0.0023167500000000002
