dataset,size,model,features,error_level,mean_accuracy,mean_f1,std_f1,mean_latency,mean_tokens,runs_count
sensor,Large,gpt-4o,NoFeatures,0.01,0.9895154166666666,0.7497566733551149,0.04713320611082234,28.477028799057006,4226.6,5
