dataset,size,model,features,error_level,run_index,accuracy,f1,precision,recall,runtime_seconds,tokens_total,tokens_prompt,tokens_completion,cost_usd
wallmart,Medium,gpt-4o-mini,RCIOnly,0.1,1,0.7899,0.6315974048746273,0.48180845371856607,0.9165394402035624,93.80043935775757,11056,7088,3968,0.0034439999999999996
wallmart,Medium,gpt-4o-mini,RCIOnly,0.1,2,0.7947,0.6604928063502563,0.5146907216494845,0.9215505306875865,85.04184341430664,10825,6690,4135,0.0034844999999999998
wallmart,Medium,gpt-4o-mini,RCIOnly,0.1,3,0.8001,0.6832514656948185,0.5405315059334782,0.9283766326970001,87.7790675163269,10784,6778,4006,0.0034203000000000002
wallmart,Medium,gpt-4o-mini,RCIOnly,0.1,4,0.805575,0.7041503404724769,0.5644325181435629,0.935793731041456,91.80934166908264,10642,6709,3933,0.0033661499999999996
wallmart,Medium,gpt-4o-mini,RCIOnly,0.1,5,0.81022,0.7205254322151209,0.5845080517991113,0.9390449869491786,100.23347425460815,11783,7273,4510,0.00379695
